Longitude,Latitude,State Code,County Code,Site Num,Parameter Code,POC,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Event Type,Observation Count,Observation Percent,Completeness Indicator,Valid Day Count,Required Day Count,Exceptional Data Count,Null Data Count,Primary Exceedance Count,Secondary Exceedance Count,Certification Indicator,Num Obs Below MDL,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,1st Max DateTime,2nd Max Value,2nd Max DateTime,3rd Max Value,3rd Max DateTime,4th Max Value,4th Max DateTime,1st Max Non Overlapping Value,1st NO Max DateTime,2nd Max Non Overlapping Value,2nd NO Max DateTime,99th Percentile,98th Percentile,95th Percentile,90th Percentile,75th Percentile,50th Percentile,10th Percentile,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
-116.827245,47.715385,16,55,15,88502,3,NAD83,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8660,99,Y,361,365,0,100,,,Certification not required,0,7.865473,11.413064,215,8/20/2023 0:00,202,8/20/2023 1:00,190,8/19/2023 12:00,184,8/19/2023 23:00,,,,,43,28,20,15,9,6,2,,Nusery Road,Idaho,Kootenai,,"Coeur d'Alene, ID",5/20/2024
-116.960177,46.72182,16,57,5,88502,4,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8623,98,Y,360,365,0,137,,,Certification not required,0,5.422475,8.568701,194,8/20/2023 10:00,192,8/20/2023 9:00,190,8/20/2023 8:00,182,8/20/2023 11:00,,,,,32,24,15,10,6,4,1,Moscow,1025 PLANT SCIENCES ROAD,Idaho,Latah,Moscow,"Moscow, ID",5/20/2024
-113.890285,45.181897,16,59,4,88502,4,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8632,99,Y,360,365,0,128,,,Certification not required,0,7.600788,8.565155,81,7/31/2023 20:00,75,8/1/2023 8:00,71,1/15/2023 23:00,67,1/13/2023 2:00,,,,,43,35,25,17,9,5,1,Salmon - Charles St.,618 North Saint Charles Street,Idaho,Lemhi,,,5/20/2024
-116.992533,46.408352,16,69,12,88502,4,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8346,95,Y,347,365,0,414,,,Certification not required,0,8.346753,11.095924,152,8/20/2023 16:00,152,8/20/2023 19:00,152,8/20/2023 20:00,151,8/20/2023 18:00,,,,,48,38,25,18,10,6,1,Lewiston,1200 29TH STREET,Idaho,Nez Perce,Lewiston,"Lewiston, ID-WA",5/20/2024
-116.8062,46.3972,16,69,13,88502,1,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-one BAM-1022 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8245,94,Y,340,365,0,515,,,Certification not required,0,5.751486,8.514407,159,8/20/2023 13:00,155,8/20/2023 14:00,144,8/20/2023 15:00,137,8/20/2023 16:00,,,,,34,24,16,12,8,4,0,Lapwai,"260 BEVER GRADE, LAPWAI",Idaho,Nez Perce,,"Lewiston, ID-WA",5/20/2024
-116.236667,47.536389,16,79,17,88502,4,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8573,98,Y,357,365,0,187,,,Certification not required,0,10.356935,10.722901,135,6/2/2023 1:00,127,11/1/2023 15:00,126,7/4/2023 21:00,123,11/1/2023 18:00,,,,,51,41,30,22,13,7,2,Pinehurst,"PINEHURST/PINEHURST SCHOOL, PINEHURST",Idaho,Shoshone,Pinehurst (Pine Creek),,5/20/2024
-114.494717,42.565089,16,83,7,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8274,94,Y,344,365,0,486,,,Certification not required,0,4.956007,3.639469,46,8/29/2023 22:00,45,8/29/2023 23:00,44,5/19/2023 9:00,43,5/19/2023 8:00,,,,,17,14,11,9,6,4,1,Twin Falls,650 Addison Avenue,Idaho,Twin Falls,Twin Falls,"Twin Falls, ID",5/20/2024
-116.1065,44.890197,16,85,2,88502,4,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8644,99,Y,360,365,0,116,,,Certification not required,0,7.664276,7.382445,69,10/24/2023 6:00,64,1/21/2023 8:00,61,7/12/2023 6:00,60,10/24/2023 5:00,,,,,36,30,23,17,10,6,1,McCall,"500 NORTH MISSION - MCCALL, IDAHO",Idaho,Valley,McCall,,5/20/2024
-87.732457,41.670992,17,31,1,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8385,96,Y,349,365,0,375,,,Certification not required,0,10.593918,8.79012,169.7,6/27/2023 13:00,153,7/4/2023 22:00,141.6,6/27/2023 14:00,135,7/4/2023 21:00,,,,,41.2,31.7,22.7,17.6,12.6,8.9,4.1,VILLAGE GARAGE,4500 W. 123RD ST.,Illinois,Cook,Alsip,"Chicago-Naperville-Elgin, IL-IN-WI",5/20/2024
-87.722673,41.912739,17,31,57,88502,3,NAD83,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8526,97,Y,355,365,0,234,,,Certification not required,0,10.682008,9.637344,207.9,7/4/2023 21:00,159,6/27/2023 12:00,135.4,6/28/2023 12:00,131.9,6/27/2023 13:00,,,,,43.4,32.2,22.3,17.6,12.8,8.9,4,SPRINGFIELD PUMP STATION,1745 N. SPRINGFIELD,Illinois,Cook,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",5/20/2024
-87.713488,41.7514,17,31,76,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,7790,89,Y,324,365,0,970,,,Certification not required,0,9.574031,9.012015,180.9,7/4/2023 21:00,170.1,7/4/2023 22:00,165.5,6/27/2023 13:00,154,7/4/2023 23:00,,,,,38.7,28.9,19.7,16.1,11.4,7.8,3.5,COM ED MAINTENANCE BLDG,7801 LAWNDALE,Illinois,Cook,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",5/20/2024
-87.748902,41.864426,17,31,6005,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8573,98,Y,357,365,0,187,,,Certification not required,0,10.335495,10.076115,165.5,6/27/2023 12:00,161.5,6/27/2023 13:00,153.1,6/28/2023 11:00,140.7,6/27/2023 11:00,,,,,43.6,32.4,23,18.1,12.3,8.3,3.3,LIBERTY SCHOOL,13TH ST. & 50TH AVE.,Illinois,Cook,Cicero,"Chicago-Naperville-Elgin, IL-IN-WI",5/20/2024
-90.139675,38.704534,17,119,1007,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,7404,85,Y,308,365,0,1356,,,Certification not required,0,11.423609,8.160227,113.5,6/28/2023 0:00,108.5,6/27/2023 23:00,106,1/9/2023 10:00,105.3,6/16/2023 0:00,,,,,36.3,29.5,23.7,19.6,14.4,10,4.3,FIRESTATION #1,23RD & MADISON,Illinois,Madison,Granite City,"St. Louis, MO-IL",5/20/2024
-92.316017,42.501543,19,13,9,88502,3,NAD83,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8244,94,Y,340,365,0,516,,,Certification not required,0,11.428675,10.404491,174,4/24/2023 20:00,159,6/28/2023 3:00,155,6/28/2023 4:00,150,6/28/2023 5:00,,,,,59,35,24,19,13,9,5,Water Tower,Vine St. & Steely,Iowa,Black Hawk,Waterloo,"Waterloo-Cedar Falls, IA",5/20/2024
-92.316017,42.501543,19,13,9,88502,4,NAD83,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8085,92,Y,337,365,0,675,,,Certification not required,0,11.423748,11.439081,272,6/24/2023 6:00,172,4/24/2023 20:00,165,6/28/2023 3:00,165,6/28/2023 4:00,,,,,61,37,25,19,14,9,4,Water Tower,Vine St. & Steely,Iowa,Black Hawk,Waterloo,"Waterloo-Cedar Falls, IA",5/20/2024
-95.044951,40.969112,19,137,2,88502,3,NAD83,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8357,95,Y,347,365,0,403,,,Certification not required,0,7.207012,7.111889,155,7/8/2023 6:00,84,5/19/2023 2:00,77,5/19/2023 1:00,68,12/10/2023 9:00,,,,,35,24,18,15,10,6,1,VIKING LAKE STATE PARK,2780 VIKING LAKE ROAD,Iowa,Montgomery,,,5/20/2024
-95.044951,40.969112,19,137,2,88502,4,NAD83,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8411,96,Y,349,365,0,349,,,Certification not required,0,8.393176,7.022495,187,10/9/2023 7:00,157,6/10/2023 12:00,84,5/19/2023 2:00,78,5/19/2023 1:00,,,,,36,25,18,15,11,7,3,VIKING LAKE STATE PARK,2780 VIKING LAKE ROAD,Iowa,Montgomery,,,5/20/2024
-91.068449,41.401459,19,139,19,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8284,95,Y,344,365,0,476,,,Certification not required,0,8.787663,12.753097,200,6/29/2023 2:00,190,6/29/2023 1:00,190,6/29/2023 3:00,188,6/29/2023 0:00,,,,,51,28,22,17,11,7,1,Muscatine HS - East Campus School Trailer,"1409 Wisconsin St, Muscatine IA",Iowa,Muscatine,Muscatine,"Muscatine, IA",5/20/2024
-91.068449,41.401459,19,139,19,88502,4,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8417,96,Y,352,365,0,343,,,Certification not required,0,9.56873,12.283411,238,1/18/2023 7:00,183,6/29/2023 2:00,181,6/29/2023 1:00,180,6/29/2023 0:00,,,,,51,27,21,17,11,7,2,Muscatine HS - East Campus School Trailer,"1409 Wisconsin St, Muscatine IA",Iowa,Muscatine,Muscatine,"Muscatine, IA",5/20/2024
-94.693518,43.123704,19,147,1002,88502,3,NAD83,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8294,95,Y,344,365,0,466,,,Certification not required,0,9.144321,8.782445,135,6/28/2023 4:00,134,6/28/2023 5:00,128,6/28/2023 6:00,119,6/28/2023 3:00,,,,,44,31,21,16,11,7,3,"EMMETSBURG, IOWA LAKES COMMUNITY COLL.",IOWA LAKES COMMUNITY COLLEGE,Iowa,Palo Alto,Emmetsburg,,5/20/2024
-94.693518,43.123704,19,147,1002,88502,4,NAD83,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,7908,90,Y,327,365,0,852,,,Certification not required,0,8.893273,9.423216,136,6/28/2023 4:00,134,6/28/2023 5:00,124,6/28/2023 6:00,122,6/28/2023 3:00,,,,,45,32,22,17,11,7,2,"EMMETSBURG, IOWA LAKES COMMUNITY COLL.",IOWA LAKES COMMUNITY COLLEGE,Iowa,Palo Alto,Emmetsburg,,5/20/2024
-92.006318,40.695078,19,177,6,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8257,94,Y,343,365,0,503,,,Certification not required,0,9.371176,9.038062,132,6/28/2023 2:00,132,6/28/2023 4:00,131,6/28/2023 6:00,130,6/27/2023 11:00,,,,,46,25,19,16,11,8,4,LAKE SUGEMA STATE PARK II,24430 LACEY TRAIL,Iowa,Van Buren,,,5/20/2024
-92.006318,40.695078,19,177,6,88502,4,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8097,92,Y,332,365,0,663,,,Certification not required,0,8.426454,9.298734,130,6/28/2023 5:00,129,6/28/2023 6:00,129,6/29/2023 0:00,128,6/28/2023 4:00,,,,,47,25,19,15,10,7,2,LAKE SUGEMA STATE PARK II,24430 LACEY TRAIL,Iowa,Van Buren,,,5/20/2024
-93.74894,32.536273,22,15,8,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,PM2.5 VSCC w/No Correction Factor - TEOM Gravimetric 30 deg C,2023,Micrograms/cubic meter (LC),No Events,8418,96,Y,348,365,0,342,,,Certification not required,0,11.060335,6.027461,87.2,8/25/2023 5:00,84.5,2/27/2023 8:00,81.4,2/27/2023 9:00,77.7,2/27/2023 7:00,,,,,28.5,25.6,21.6,18.6,14,10.1,4.7,Shreveport / Airport,1425 Airport Drive,Louisiana,Bossier,Shreveport,"Shreveport-Bossier City, LA",5/20/2024
-92.042908,30.22611,22,55,7,88502,1,NAD83,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-one BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8012,91,Y,333,365,0,748,,,Certification not required,0,6.980904,6.53179,130.3,1/8/2023 10:00,96.2,5/22/2023 23:00,77.8,1/26/2023 11:00,67.4,5/23/2023 21:00,,,,,27.7,23.6,18.2,14.4,9.9,6.2,0.2,Lafayette / USGS,700 Cajundome Boulevard,Louisiana,Lafayette,Lafayette,"Lafayette, LA",5/20/2024
-90.765275,29.764098,22,57,4,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,PM2.5 VSCC w/No Correction Factor - TEOM Gravimetric 30 deg C,2023,Micrograms/cubic meter (LC),No Events,8427,96,Y,347,365,0,333,,,Certification not required,0,11.216115,6.023303,98.1,9/18/2023 21:00,74.3,12/31/2023 10:00,63.4,9/18/2023 22:00,58,10/5/2023 1:00,,,,,32.5,28.1,22.5,18.3,13.6,10.1,5.4,Thibodaux,194 Thorough-bred Park Drive,Louisiana,Lafourche,Thibodaux,"Houma-Thibodaux, LA",5/20/2024
-90.811383,30.315406,22,63,2,88502,3,NAD83,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,PM2.5 VSCC w/No Correction Factor - TEOM Gravimetric 30 deg C,2023,Micrograms/cubic meter (LC),No Events,7965,91,Y,329,365,0,795,,,Certification not required,0,11.575078,9.238904,357.1,1/1/2023 19:00,341.2,12/5/2023 18:00,279.8,1/1/2023 18:00,149.2,12/4/2023 18:00,,,,,34.2,28.8,22.8,19.2,14.5,10.5,4.3,French Settlement,16627 Perrilloux Ln@ Hwy 16,Louisiana,Livingston,French Settlement,"Baton Rouge, LA",5/20/2024
-90.10155,29.993519,22,71,12,88502,3,NAD83,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,PM2.5 VSCC w/No Correction Factor - TEOM Gravimetric 30 deg C,2023,Micrograms/cubic meter (LC),No Events,7983,91,Y,330,365,0,777,,,Certification not required,0,7.428486,7.495442,107.6,1/1/2023 0:00,100.7,8/20/2023 20:00,93,8/19/2023 21:00,91.5,1/1/2023 1:00,,,,,36.2,24.9,18.2,14.3,9.6,6,1.2,New Orleans / City Park,Corner of Florida Ave & Orleans Ave,Louisiana,Orleans,New Orleans,"New Orleans-Metairie, LA",5/20/2024
-90.199678,30.429381,22,103,2,88502,3,NAD83,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,PM2.5 VSCC w/No Correction Factor - TEOM Gravimetric 30 deg C,2023,Micrograms/cubic meter (LC),No Events,8145,93,Y,337,365,0,615,,,Certification not required,0,7.670755,6.461182,258.1,12/31/2023 23:00,64.9,3/4/2023 20:00,63,12/30/2023 22:00,58.7,3/4/2023 21:00,,,,,26.2,22.7,18.3,14.9,10.2,6.4,1.8,Madisonville,1421 Hwy 22 West,Louisiana,St. Tammany,,"New Orleans-Metairie, LA",5/20/2024
-81.710959,26.270083,12,21,4,88502,3,NAD83,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,PM2.5 SCC w/Correction Factor - TEOM Gravimetric 50 deg C,2023,Micrograms/cubic meter (LC),No Events,8468,97,Y,349,365,0,292,,,Certification not required,0,8.573819,5.682987,131.2,12/31/2023 23:00,95.6,10/3/2023 10:00,89,10/3/2023 11:00,87.2,10/3/2023 12:00,,,,,26.8,22.8,16.4,13.4,10.1,7.6,4,LAURAL OAKS ELEMENTARY,7800 IMMOKALEE ROAD NAPLES 34119,Florida,Collier,Naples,"Naples-Immokalee-Marco Island, FL",5/20/2024
-111.303317,47.494318,30,13,1,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),Events Included,8490,97,Y,351,365,1057,258,,,Certification not required,0,10.99391,10.225303,262,6/26/2023 0:00,190.7,5/16/2023 20:00,169.6,5/16/2023 21:00,119.9,9/4/2023 18:00,,,,,52.8,35.8,23.3,18.3,12.1,8.9,4.6,Great Falls Overlook Park,10th Ave. S. and 2nd St. E.,Montana,Cascade,Great Falls,"Great Falls, MT",5/20/2024
-111.303317,47.494318,30,13,1,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),Concurred Events Excluded,8490,97,Y,351,365,1057,258,,,Certification not required,0,10.99391,10.225303,262,6/26/2023 0:00,190.7,5/16/2023 20:00,169.6,5/16/2023 21:00,119.9,9/4/2023 18:00,,,,,52.8,35.8,23.3,18.3,12.1,8.9,4.6,Great Falls Overlook Park,10th Ave. S. and 2nd St. E.,Montana,Cascade,Great Falls,"Great Falls, MT",5/20/2024
-111.303317,47.494318,30,13,1,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),Events Excluded,7433,97,Y,351,365,0,258,,,Certification not required,0,9.173106,5.538149,262,6/26/2023 0:00,45.9,7/20/2023 11:00,45.7,7/22/2023 9:00,42.3,7/19/2023 14:00,,,,,25.2,21.7,17.5,14.1,10.6,7.8,,Great Falls Overlook Park,10th Ave. S. and 2nd St. E.,Montana,Cascade,Great Falls,"Great Falls, MT",5/20/2024
-111.056282,45.683765,30,31,19,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),Concurred Events Excluded,8566,98,Y,354,365,238,182,,,Certification not required,0,5.389517,5.328828,72.2,5/18/2023 19:00,58.5,5/18/2023 20:00,56.9,5/18/2023 17:00,56.9,5/19/2023 11:00,,,,,26.4,20.8,15.1,10.4,6.9,4.4,0.7,Bozeman High School,"N 15th Avenue, H.S. Parking Lot, Bozeman MT.",Montana,Gallatin,Bozeman,"Bozeman, MT",5/20/2024
-111.056282,45.683765,30,31,19,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),Events Excluded,8328,98,Y,354,365,0,182,,,Certification not required,0,4.958826,4.272227,51.3,11/14/2023 13:00,35.8,2/24/2023 21:00,35.1,1/30/2023 22:00,32.6,2/24/2023 22:00,,,,,20.8,17.2,12.1,9.4,6.6,4.2,0.2,Bozeman High School,"N 15th Avenue, H.S. Parking Lot, Bozeman MT.",Montana,Gallatin,Bozeman,"Bozeman, MT",5/20/2024
-111.056282,45.683765,30,31,19,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),Events Included,8566,98,Y,354,365,238,182,,,Certification not required,0,5.389517,5.328828,72.2,5/18/2023 19:00,58.5,5/18/2023 20:00,56.9,5/18/2023 17:00,56.9,5/19/2023 11:00,,,,,26.4,20.8,15.1,10.4,6.9,4.4,0.7,Bozeman High School,"N 15th Avenue, H.S. Parking Lot, Bozeman MT.",Montana,Gallatin,Bozeman,"Bozeman, MT",5/20/2024
-113.476182,47.17563,30,63,38,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),Events Included,8683,99,Y,363,365,527,65,,,Certification not required,0,10.795762,12.143378,128.5,2/5/2023 11:00,126.6,7/4/2023 22:00,122.8,11/5/2023 17:00,106.9,8/16/2023 19:00,,,,,59,47.6,34.9,25.5,13.5,7,1.2,Seeley Elementary School,School Lane,Montana,Missoula,Seeley Lake,"Missoula, MT",5/20/2024
-113.476182,47.17563,30,63,38,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),Concurred Events Excluded,8683,99,Y,363,365,527,65,,,Certification not required,0,10.795762,12.143378,128.5,2/5/2023 11:00,126.6,7/4/2023 22:00,122.8,11/5/2023 17:00,106.9,8/16/2023 19:00,,,,,59,47.6,34.9,25.5,13.5,7,1.2,Seeley Elementary School,School Lane,Montana,Missoula,Seeley Lake,"Missoula, MT",5/20/2024
-113.476182,47.17563,30,63,38,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),Events Excluded,8156,99,Y,363,365,0,65,,,Certification not required,0,9.869961,10.849432,128.5,2/5/2023 11:00,122.8,11/5/2023 17:00,105.6,11/5/2023 19:00,104.8,11/5/2023 18:00,,,,,50.4,41.3,30.4,22.9,11.6,6.1,0,Seeley Elementary School,School Lane,Montana,Missoula,Seeley Lake,"Missoula, MT",5/20/2024
-115.323746,47.594395,30,89,7,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),Events Excluded,8122,99,Y,362,365,0,72,,,Certification not required,0,7.078318,4.748358,64.2,12/7/2023 20:00,62.3,12/7/2023 18:00,58.2,11/30/2023 21:00,54.5,11/30/2023 18:00,,,,,22.6,19.4,15.5,12.3,8.7,5.9,1.3,THOMPSON FALLS HIGH SCHOOL,Golf and Haley,Montana,Sanders,Thompson Falls,,5/20/2024
-115.323746,47.594395,30,89,7,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),Concurred Events Excluded,8676,99,Y,362,365,554,72,,,Certification not required,0,8.233518,8.988498,211.8,8/20/2023 18:00,164.9,8/20/2023 19:00,156.8,8/20/2023 20:00,149,8/20/2023 23:00,,,,,39.5,28.5,18.9,14.4,9.7,6.5,2.5,THOMPSON FALLS HIGH SCHOOL,Golf and Haley,Montana,Sanders,Thompson Falls,,5/20/2024
-115.323746,47.594395,30,89,7,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),Events Included,8676,99,Y,362,365,554,72,,,Certification not required,0,8.233518,8.988498,211.8,8/20/2023 18:00,164.9,8/20/2023 19:00,156.8,8/20/2023 20:00,149,8/20/2023 23:00,,,,,39.5,28.5,18.9,14.4,9.7,6.5,2.5,THOMPSON FALLS HIGH SCHOOL,Golf and Haley,Montana,Sanders,Thompson Falls,,5/20/2024
-85.603889,30.848611,12,59,4,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,PM2.5 SCC w/Correction Factor - TEOM Gravimetric 50 deg C,2023,Micrograms/cubic meter (LC),No Events,8550,98,Y,357,365,0,210,,,Certification not required,0,9.990257,5.805164,86.9,1/16/2023 13:00,71.9,2/6/2023 20:00,61.5,2/6/2023 19:00,54.6,2/6/2023 22:00,,,,,30.4,25.2,20.1,16.8,12.5,9,4.2,Bonifay,"1976 Tri County Airport Rd., Bonifay, FL 32425",Florida,Holmes,,,5/20/2024
-78.809526,42.876907,36,29,5,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,2023,Micrograms/cubic meter (LC),No Events,4392,50,N,183,365,0,745,,,Certification not required,0,12.835701,14.745225,191.7,6/7/2023 11:00,185.3,6/7/2023 10:00,184.5,6/7/2023 9:00,169.5,6/7/2023 8:00,,,,,81.5,56.5,37.5,23.6,14,8.7,3.9,BUFFALO,"TRAILER,185 DINGENS STREET (near WEISS ST.)",New York,Erie,Buffalo,"Buffalo-Cheektowaga-Niagara Falls, NY",5/20/2024
-73.58549,40.74316,36,59,5,88502,3,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,PM2.5 SCC w/Correction Factor - TEOM Gravimetric 50 deg C,2023,Micrograms/cubic meter (LC),No Events,8709,99,Y,365,365,0,51,,,Certification not required,0,7.320393,10.711127,256.4,6/7/2023 14:00,237.8,6/7/2023 13:00,205.1,7/4/2023 22:00,192.3,6/7/2023 12:00,,,,,39.3,25.8,18.3,14.1,9.1,5.5,0.9,EISENHOWER PARK,"EISENHOWER PARK,  740 MERRICK AV at OLD COUNTRY Rd",New York,Nassau,East Meadow,"New York-Newark-Jersey City, NY-NJ-PA",5/20/2024
